HG00524	0.000010 0.999960 0.000010 0.000010 0.000010
HG00525	0.002261 0.997709 0.000010 0.000010 0.000010
HG00530	0.000010 0.999960 0.000010 0.000010 0.000010
HG00531	0.000010 0.999960 0.000010 0.000010 0.000010
HG00533	0.000010 0.999960 0.000010 0.000010 0.000010
HG00534	0.000010 0.999960 0.000010 0.000010 0.000010
HG00536	0.000010 0.999960 0.000010 0.000010 0.000010
HG00537	0.000010 0.999960 0.000010 0.000010 0.000010
HG00542	0.000010 0.999960 0.000010 0.000010 0.000010
HG00543	0.000010 0.999960 0.000010 0.000010 0.000010
HG00551	0.142987 0.009666 0.000010 0.085569 0.761767
HG00553	0.187644 0.003221 0.003400 0.182251 0.623483
HG00554	0.112683 0.000680 0.015535 0.081916 0.789186
HG00556	0.000010 0.999960 0.000010 0.000010 0.000010
HG00557	0.000010 0.999960 0.000010 0.000010 0.000010
HG00559	0.005325 0.994645 0.000010 0.000010 0.000010
HG00560	0.000010 0.999960 0.000010 0.000010 0.000010
HG00565	0.000010 0.999960 0.000010 0.000010 0.000010
HG00566	0.000010 0.999960 0.000010 0.000010 0.000010
HG00580	0.004237 0.995733 0.000010 0.000010 0.000010
HG00581	0.000010 0.999960 0.000010 0.000010 0.000010
HG00583	0.000010 0.999960 0.000010 0.000010 0.000010
HG00584	0.000010 0.999960 0.000010 0.000010 0.000010
HG00589	0.003100 0.996870 0.000010 0.000010 0.000010
HG00590	0.001428 0.992020 0.006532 0.000010 0.000010
HG00592	0.019682 0.969427 0.000010 0.000010 0.010871
HG00593	0.000010 0.999960 0.000010 0.000010 0.000010
HG00595	0.000010 0.999960 0.000010 0.000010 0.000010
HG00596	0.000010 0.999960 0.000010 0.000010 0.000010
HG00598	0.000010 0.984709 0.015261 0.000010 0.000010
HG00599	0.004679 0.976829 0.018472 0.000010 0.000010
HG00607	0.000010 0.999960 0.000010 0.000010 0.000010
HG00608	0.000010 0.999960 0.000010 0.000010 0.000010
HG00610	0.000010 0.999960 0.000010 0.000010 0.000010
HG00611	0.005291 0.994679 0.000010 0.000010 0.000010
HG00613	0.000010 0.999960 0.000010 0.000010 0.000010
HG00614	0.000010 0.999960 0.000010 0.000010 0.000010
HG00619	0.001125 0.998845 0.000010 0.000010 0.000010
HG00620	0.000010 0.999960 0.000010 0.000010 0.000010
HG00622	0.002801 0.975280 0.021899 0.000010 0.000010
HG00623	0.000010 0.980021 0.019949 0.000010 0.000010
HG00625	0.001958 0.998012 0.000010 0.000010 0.000010
HG00626	0.000010 0.999960 0.000010 0.000010 0.000010
HG00628	0.003763 0.996207 0.000010 0.000010 0.000010
HG00629	0.000010 0.999960 0.000010 0.000010 0.000010
HG00631	0.000010 0.983550 0.016420 0.000010 0.000010
HG00632	0.000010 0.983344 0.016626 0.000010 0.000010
HG00634	0.000010 0.999960 0.000010 0.000010 0.000010
HG00637	0.134567 0.006591 0.000010 0.159846 0.698986
HG00638	0.152745 0.000010 0.000010 0.172949 0.674286
HG00640	0.107998 0.009156 0.009363 0.077047 0.796436
HG00641	0.153061 0.013279 0.000010 0.080108 0.753542
HG00650	0.000010 0.999960 0.000010 0.000010 0.000010
HG00651	0.000010 0.999960 0.000010 0.000010 0.000010
HG00653	0.000010 0.999960 0.000010 0.000010 0.000010
HG00654	0.000010 0.999960 0.000010 0.000010 0.000010
HG00656	0.000010 0.999960 0.000010 0.000010 0.000010
HG00657	0.000010 0.999960 0.000010 0.000010 0.000010
HG00662	0.000010 0.999960 0.000010 0.000010 0.000010
HG00663	0.000010 0.999960 0.000010 0.000010 0.000010
HG00671	0.000010 0.999960 0.000010 0.000010 0.000010
HG00672	0.000010 0.999960 0.000010 0.000010 0.000010
HG00674	0.000010 0.983662 0.016308 0.000010 0.000010
HG00675	0.000010 0.979027 0.020943 0.000010 0.000010
HG00683	0.000010 0.999960 0.000010 0.000010 0.000010
HG00684	0.000010 0.999960 0.000010 0.000010 0.000010
HG00689	0.000010 0.999960 0.000010 0.000010 0.000010
HG00690	0.000010 0.999960 0.000010 0.000010 0.000010
HG00692	0.000010 0.999960 0.000010 0.000010 0.000010
HG00693	0.000010 0.999960 0.000010 0.000010 0.000010
HG00698	0.000010 0.999960 0.000010 0.000010 0.000010
HG00699	0.000010 0.999960 0.000010 0.000010 0.000010
HG00701	0.000010 0.999960 0.000010 0.000010 0.000010
HG00704	0.000010 0.999960 0.000010 0.000010 0.000010
HG00705	0.000010 0.999960 0.000010 0.000010 0.000010
HG00707	0.000010 0.999960 0.000010 0.000010 0.000010
HG00708	0.000010 0.999960 0.000010 0.000010 0.000010
HG00717	0.000010 0.999960 0.000010 0.000010 0.000010
HG00728	0.000010 0.976852 0.023118 0.000010 0.000010
HG00729	0.000010 0.977079 0.022891 0.000010 0.000010
HG00731	0.072694 0.008551 0.003029 0.034514 0.881212
HG00732	0.118236 0.006048 0.007194 0.064291 0.804231
HG00734	0.193793 0.007775 0.000010 0.102509 0.695913
HG00736	0.104307 0.009682 0.000010 0.060762 0.825239
HG00737	0.100439 0.004446 0.000010 0.078543 0.816562
HG00739	0.066556 0.000010 0.001286 0.053289 0.878860
HG00740	0.148572 0.004431 0.000010 0.121309 0.725678
HG00742	0.057536 0.000010 0.041771 0.057606 0.843077
HG00743	0.232635 0.000010 0.029752 0.093677 0.643926
HG00759	0.000010 0.988812 0.011158 0.000010 0.000010
HG00766	0.000010 0.999960 0.000010 0.000010 0.000010
HG00844	0.000010 0.999648 0.000322 0.000010 0.000010
HG00851	0.000010 0.999960 0.000010 0.000010 0.000010
HG00864	0.000010 0.991681 0.008289 0.000010 0.000010
HG00867	0.000010 0.999960 0.000010 0.000010 0.000010
HG00879	0.000010 0.999960 0.000010 0.000010 0.000010
HG00881	0.000010 0.999960 0.000010 0.000010 0.000010
HG00956	0.000010 0.992392 0.007578 0.000010 0.000010
HG00978	0.000010 0.989332 0.010638 0.000010 0.000010
HG00982	0.000010 0.999960 0.000010 0.000010 0.000010
HG01028	0.000010 0.999960 0.000010 0.000010 0.000010
HG01029	0.000010 0.999960 0.000010 0.000010 0.000010
HG01031	0.000010 0.999960 0.000010 0.000010 0.000010
HG01046	0.000010 0.999960 0.000010 0.000010 0.000010
HG01047	0.092386 0.002176 0.000010 0.088136 0.817292
HG01048	0.145646 0.000284 0.000010 0.116415 0.737646
HG01049	0.128849 0.004344 0.000010 0.229100 0.637697
HG01051	0.184556 0.012502 0.000010 0.207678 0.595253
HG01052	0.174103 0.021224 0.000010 0.214402 0.590261
HG01054	0.157956 0.006917 0.000010 0.063814 0.771303
HG01055	0.101825 0.008901 0.000010 0.127467 0.761797
HG01058	0.154943 0.000010 0.039279 0.123692 0.682075
HG01060	0.111971 0.013132 0.000010 0.087286 0.787601
HG01061	0.128866 0.009380 0.000010 0.070700 0.791045
HG01063	0.116391 0.000010 0.035774 0.352342 0.495483
HG01064	0.118733 0.000010 0.031161 0.176914 0.673182
HG01066	0.122015 0.012330 0.000010 0.068036 0.797610
HG01067	0.140928 0.009461 0.000010 0.077628 0.771973
HG01069	0.156171 0.005249 0.000010 0.085064 0.753506
HG01070	0.145059 0.004433 0.000010 0.055212 0.795286
HG01072	0.144829 0.000753 0.000010 0.082318 0.772089
HG01073	0.147560 0.015529 0.000010 0.079576 0.757325
HG01075	0.047341 0.003358 0.000534 0.099257 0.849510
HG01077	0.182476 0.000010 0.037570 0.190967 0.588976
HG01079	0.129053 0.014362 0.000010 0.162271 0.694304
HG01080	0.204357 0.003472 0.000010 0.090751 0.701411
HG01082	0.150519 0.015181 0.000010 0.196719 0.637571
HG01083	0.161385 0.003474 0.000010 0.099432 0.735699
HG01085	0.115722 0.011865 0.000010 0.126955 0.745449
HG01086	0.175547 0.017694 0.000010 0.132653 0.674097
HG01088	0.113164 0.000010 0.045708 0.184392 0.656725
HG01089	0.139429 0.000010 0.044144 0.148566 0.667851
HG01092	0.126654 0.000010 0.037490 0.250998 0.584848
HG01094	0.123617 0.007895 0.000010 0.133205 0.735273
HG01095	0.132074 0.000010 0.000010 0.111178 0.756729
HG01097	0.154074 0.000010 0.000010 0.094794 0.751112
HG01098	0.149161 0.000010 0.000010 0.102914 0.747906
HG01101	0.168550 0.008101 0.000010 0.145845 0.677495
HG01102	0.131217 0.003226 0.000010 0.173070 0.692477
HG01104	0.114627 0.022461 0.000010 0.089316 0.773587
HG01105	0.082235 0.007862 0.000010 0.082289 0.827604
HG01107	0.112681 0.009470 0.000010 0.219239 0.658600
HG01108	0.065232 0.004023 0.000010 0.635942 0.294793
HG01110	0.141006 0.005538 0.000010 0.128201 0.725245
HG01111	0.144274 0.003555 0.000010 0.119095 0.733066
HG01112	0.079982 0.000010 0.000010 0.022452 0.897546
HG01113	0.287574 0.009423 0.000010 0.014881 0.688112
HG01119	0.124328 0.000010 0.041109 0.027626 0.806927
HG01121	0.298178 0.000010 0.051142 0.050115 0.600555
HG01122	0.223350 0.000010 0.039976 0.071079 0.665584
HG01124	0.286063 0.004851 0.000010 0.150635 0.558441
HG01125	0.253327 0.009395 0.011293 0.100788 0.625196
HG01130	0.245910 0.000010 0.040319 0.064213 0.649548
HG01131	0.256689 0.000010 0.035714 0.064249 0.643338
HG01133	0.160639 0.002552 0.000071 0.027438 0.809300
HG01134	0.220302 0.004935 0.003419 0.123064 0.648280
HG01136	0.263362 0.009761 0.000010 0.093459 0.633409
HG01137	0.350992 0.002723 0.009131 0.028032 0.609123
HG01139	0.292879 0.000010 0.003937 0.181234 0.521940
HG01140	0.277933 0.006329 0.007836 0.042227 0.665675
HG01142	0.361435 0.000010 0.030033 0.192143 0.416379
HG01148	0.263078 0.000010 0.000010 0.055860 0.681043
HG01149	0.432908 0.014913 0.000010 0.104347 0.447821
HG01161	0.160799 0.000010 0.026216 0.188843 0.624131
HG01162	0.164211 0.000010 0.050236 0.100573 0.684969
HG01164	0.120749 0.000010 0.028660 0.103223 0.747358
HG01167	0.140938 0.006107 0.000010 0.229324 0.623622
HG01168	0.055455 0.007359 0.024229 0.031608 0.881349
HG01170	0.156210 0.006496 0.000010 0.122656 0.714628
HG01171	0.134245 0.011410 0.000010 0.190157 0.664177
HG01173	0.051354 0.010561 0.000010 0.071240 0.866834
HG01174	0.113170 0.014671 0.000010 0.067329 0.804820
HG01176	0.154817 0.000876 0.000010 0.098557 0.745740
HG01177	0.182438 0.011487 0.000010 0.081002 0.725063
HG01182	0.154147 0.003347 0.000010 0.132856 0.709640
HG01183	0.167804 0.000010 0.000010 0.117706 0.714470
HG01187	0.237390 0.009651 0.000010 0.183385 0.569564
HG01188	0.212537 0.012972 0.000010 0.216884 0.557597
HG01190	0.213881 0.018373 0.000010 0.160476 0.607260
HG01191	0.192503 0.002396 0.000010 0.096522 0.708569
HG01197	0.140386 0.006065 0.000010 0.068008 0.785530
HG01198	0.145000 0.004637 0.000010 0.187872 0.662480
HG01200	0.094004 0.000010 0.039115 0.047498 0.819373
HG01204	0.133960 0.015003 0.000010 0.104024 0.747003
HG01205	0.113500 0.001921 0.000010 0.120060 0.764509
HG01241	0.068021 0.004985 0.000010 0.672276 0.254708
HG01242	0.052626 0.003754 0.000010 0.506499 0.437112
HG01247	0.165325 0.007736 0.000010 0.201379 0.625550
HG01248	0.111263 0.002598 0.010387 0.116395 0.759357
HG01250	0.315050 0.003851 0.007540 0.077117 0.596442
HG01251	0.267668 0.004839 0.000010 0.028892 0.698591
HG01253	0.225680 0.003578 0.000010 0.050989 0.719743
HG01254	0.296748 0.005419 0.010934 0.174199 0.512699
HG01256	0.171459 0.001061 0.000010 0.015978 0.811492
HG01257	0.292844 0.000016 0.000010 0.022256 0.684875
HG01259	0.132049 0.001086 0.000010 0.032524 0.834331
HG01260	0.310185 0.007517 0.000010 0.132493 0.549795
HG01269	0.262915 0.000010 0.028673 0.075609 0.632792
HG01271	0.262677 0.000010 0.004249 0.077450 0.655613
HG01272	0.310988 0.001350 0.015352 0.184849 0.487460
HG01275	0.050179 0.000010 0.001318 0.013455 0.935038
HG01277	0.354729 0.002416 0.013413 0.019441 0.610000
HG01280	0.273646 0.000010 0.021336 0.024329 0.680678
HG01281	0.255753 0.000010 0.036391 0.029245 0.678601
HG01284	0.213957 0.000010 0.037570 0.071425 0.677037
HG01286	0.141563 0.000010 0.025654 0.241730 0.591043
HG01302	0.188129 0.000010 0.036729 0.119033 0.656099
HG01303	0.184345 0.000010 0.050816 0.118900 0.645928
HG01305	0.183273 0.000010 0.022125 0.154180 0.640412
HG01308	0.152504 0.000010 0.015229 0.233438 0.598819
HG01311	0.084384 0.000010 0.047013 0.093571 0.775022
HG01312	0.129605 0.000010 0.030928 0.136121 0.703336
HG01323	0.151327 0.000010 0.040280 0.114513 0.693871
HG01325	0.087906 0.000010 0.036778 0.139317 0.735989
HG01326	0.184325 0.000010 0.025196 0.109802 0.680667
HG01334	0.004088 0.000010 0.000010 0.000010 0.995882
HG01341	0.588268 0.019008 0.000010 0.008106 0.384608
HG01342	0.218609 0.009843 0.000010 0.345616 0.425923
HG01344	0.417873 0.000010 0.005121 0.030853 0.546143
HG01345	0.228660 0.001444 0.015163 0.057978 0.696754
HG01348	0.386371 0.003932 0.001278 0.047908 0.560512
HG01350	0.381195 0.013787 0.000010 0.078478 0.526530
HG01351	0.276751 0.015066 0.000010 0.016156 0.692016
HG01353	0.184429 0.018635 0.000010 0.029149 0.767777
HG01354	0.154955 0.010132 0.000010 0.016569 0.818334
HG01356	0.312131 0.000010 0.006068 0.060945 0.620847
HG01357	0.290993 0.008816 0.000010 0.016836 0.683345
HG01359	0.250421 0.013294 0.000010 0.045291 0.690985
HG01360	0.236246 0.002907 0.016932 0.066330 0.677585
HG01362	0.231019 0.000010 0.051857 0.125542 0.591572
HG01363	0.313830 0.000010 0.030781 0.177555 0.477824
HG01365	0.270086 0.014237 0.000010 0.141650 0.574017
HG01366	0.250687 0.016715 0.000010 0.106114 0.626474
HG01369	0.512761 0.000010 0.026225 0.125476 0.335528
HG01372	0.314794 0.000010 0.038074 0.043707 0.603415
HG01374	0.261619 0.004175 0.000010 0.018689 0.715507
HG01375	0.302835 0.015569 0.000010 0.132246 0.549340
HG01377	0.305373 0.006375 0.000010 0.102593 0.585648
HG01378	0.379088 0.010434 0.000010 0.045769 0.564699
HG01383	0.242118 0.000010 0.000010 0.032657 0.725204
HG01384	0.231066 0.004717 0.000010 0.066955 0.697251
HG01389	0.138195 0.006437 0.000010 0.058772 0.796586
HG01390	0.275800 0.018604 0.000010 0.272504 0.433082
HG01392	0.183711 0.000010 0.030813 0.170940 0.614526
HG01393	0.134063 0.001941 0.026952 0.217867 0.619177
HG01395	0.130905 0.000010 0.030430 0.080538 0.758118
HG01396	0.200308 0.000010 0.037927 0.174370 0.587385
HG01398	0.158887 0.000010 0.022689 0.170911 0.647504
HG01402	0.174489 0.000010 0.037956 0.171655 0.615889
